date,day_index,sand_storm_flag,dust_index,ambient_temperature_c,humidity_percent,vibration_rms_mm_s,discharge_temperature_c,discharge_pressure_bar,suction_pressure_bar,flow_rate_m3_min,bearing_oil_pressure_bar,bearing_oil_temperature_c,casing_temperature_c,dp_filter_bar,high_dp_alarm,failure,failure_mode,TTF_days,maintenance_oil_change,days_since_oil_change,health_state
2024-08-27,2125,0,12.5,37.55,93.5,2.083,93.07,8.07,1.004,99.76,3.243,64.13,54.67,0.05,0,0,,,0,144,post_last_failure
2024-08-28,2126,0,16.8,37.89,88.8,2.059,94.01,8.052,0.995,99.11,3.24,64.64,54.4,0.05,0,0,,,0,145,post_last_failure
2024-08-29,2127,0,14.0,34.92,70.5,1.916,91.63,8.028,1.003,100.38,3.201,63.61,54.28,0.05,0,0,,,0,146,post_last_failure
2024-08-30,2128,0,9.3,39.55,76.1,1.97,94.42,7.981,0.99,100.41,3.214,64.02,56.25,0.05,0,0,,,0,147,post_last_failure
2024-08-31,2129,0,5.0,37.71,67.5,2.065,93.31,8.121,1.007,101.35,3.213,64.85,55.04,0.05,0,0,,,0,148,post_last_failure
2024-09-01,2130,0,16.0,32.68,83.7,2.031,91.94,7.981,1.0,100.62,3.204,64.75,55.28,0.05,0,0,,,0,149,post_last_failure
2024-09-02,2131,0,17.8,36.24,55.8,2.037,93.28,8.0,0.987,99.39,3.182,64.77,54.35,0.05,0,0,,,0,150,post_last_failure
2024-09-03,2132,0,8.9,33.88,68.3,2.014,92.06,8.064,0.99,99.78,3.211,63.48,54.89,0.05,0,0,,,0,151,post_last_failure
2024-09-04,2133,0,8.3,31.23,84.4,1.943,90.61,7.987,1.009,100.15,3.206,64.89,55.26,0.05,0,0,,,0,152,post_last_failure
2024-09-05,2134,0,0.3,32.24,81.9,2.004,92.46,8.01,0.997,102.09,3.218,64.9,54.98,0.05,0,0,,,0,153,post_last_failure
2024-09-06,2135,0,11.9,31.18,59.9,1.99,89.83,8.044,0.989,101.3,3.167,64.75,55.64,0.05,0,0,,,0,154,post_last_failure
2024-09-07,2136,0,17.0,36.63,67.4,2.011,94.41,7.924,1.003,100.96,3.193,65.1,55.57,0.05,0,0,,,0,155,post_last_failure
2024-09-08,2137,0,12.9,42.98,64.6,2.095,96.11,8.045,0.989,101.51,3.158,65.08,55.47,0.05,0,0,,,0,156,post_last_failure
2024-09-09,2138,0,10.4,40.24,57.3,1.985,94.16,8.043,0.989,98.72,3.204,65.2,55.36,0.05,0,0,,,0,157,post_last_failure
2024-09-10,2139,0,0.7,38.12,79.7,2.009,96.78,8.035,0.987,97.64,3.182,64.11,54.94,0.05,0,0,,,0,158,post_last_failure
2024-09-11,2140,0,18.4,35.61,59.6,1.875,93.4,8.013,0.993,100.27,3.153,65.59,56.0,0.05,0,0,,,0,159,post_last_failure
2024-09-12,2141,0,18.8,39.07,75.8,1.991,95.28,8.07,1.004,100.88,3.209,66.13,54.59,0.05,0,0,,,0,160,post_last_failure
2024-09-13,2142,0,10.4,41.68,65.8,1.967,96.73,8.033,1.008,98.67,3.181,64.97,55.71,0.05,0,0,,,0,161,post_last_failure
2024-09-14,2143,0,14.8,36.11,81.4,1.991,92.54,7.959,1.011,99.53,3.163,64.37,55.33,0.05,0,0,,,0,162,post_last_failure
2024-09-15,2144,0,6.5,36.97,55.9,2.029,92.5,8.045,1.011,100.58,3.189,64.73,55.29,0.05,0,0,,,0,163,post_last_failure
2024-09-16,2145,0,10.6,38.29,76.4,1.868,93.67,8.002,0.997,99.56,3.131,65.34,55.27,0.05,0,0,,,0,164,post_last_failure
2024-09-17,2146,0,0.5,39.5,82.9,2.027,94.13,7.946,0.996,100.44,3.179,65.54,54.6,0.05,0,0,,,0,165,post_last_failure
2024-09-18,2147,0,5.9,39.1,57.5,2.04,94.57,8.009,0.995,99.42,3.15,65.82,54.2,0.05,0,0,,,0,166,post_last_failure
2024-09-19,2148,0,10.7,33.11,63.4,2.018,92.62,7.959,1.005,100.09,3.203,64.95,54.49,0.05,0,0,,,0,167,post_last_failure
2024-09-20,2149,0,7.1,39.58,59.0,2.001,94.93,7.915,1.005,100.44,3.207,65.8,54.68,0.05,0,0,,,0,168,post_last_failure
2024-09-21,2150,0,8.5,36.27,64.8,2.028,93.87,7.982,0.997,99.81,3.139,65.33,55.82,0.05,0,0,,,0,169,post_last_failure
2024-09-22,2151,0,0.0,46.05,75.5,2.011,98.25,7.978,0.99,99.97,3.174,65.43,54.93,0.05,0,0,,,0,170,post_last_failure
2024-09-23,2152,0,6.5,36.09,84.5,1.974,91.24,8.019,1.003,100.36,3.154,66.02,54.9,0.05,0,0,,,0,171,post_last_failure
2024-09-24,2153,0,2.0,36.35,56.9,2.035,92.22,7.99,1.005,100.47,3.176,64.04,55.17,0.05,0,0,,,0,172,post_last_failure
2024-09-25,2154,0,11.8,37.83,76.6,2.042,92.98,7.967,0.996,98.73,3.126,65.29,55.83,0.05,0,0,,,0,173,post_last_failure
2024-09-26,2155,0,12.6,33.42,70.3,1.98,89.11,7.982,1.001,100.4,3.1,66.21,54.78,0.05,0,0,,,0,174,post_last_failure
2024-09-27,2156,0,10.6,38.39,74.2,2.026,96.13,7.99,0.996,99.79,3.127,64.34,55.41,0.05,0,0,,,0,175,post_last_failure
2024-09-28,2157,0,4.9,33.44,75.2,2.007,94.07,8.09,0.999,99.58,3.097,64.65,54.54,0.05,0,0,,,0,176,post_last_failure
2024-09-29,2158,0,2.3,40.04,75.9,1.965,95.02,8.049,0.989,100.49,3.18,65.9,55.88,0.05,0,0,,,0,177,post_last_failure
2024-09-30,2159,0,7.9,36.83,77.2,2.003,93.46,8.039,0.988,99.96,3.195,65.96,55.18,0.05,0,0,,,0,178,post_last_failure
2024-10-01,2160,0,18.8,32.48,69.2,1.992,89.2,7.931,1.008,100.45,3.144,66.64,55.07,0.05,0,0,,,0,179,post_last_failure
2024-10-02,2161,0,10.3,33.9,65.7,2.0,93.89,8.099,1.025,99.59,3.514,59.02,54.84,0.05,0,0,,,1,0,post_last_failure
2024-10-03,2162,0,14.6,30.97,45.5,1.911,90.32,8.052,0.999,100.43,3.483,59.25,55.84,0.05,0,0,,,0,1,post_last_failure
2024-10-04,2163,0,8.5,29.52,61.3,1.991,89.56,7.995,1.005,100.04,3.479,59.0,55.58,0.05,0,0,,,0,2,post_last_failure
2024-10-05,2164,0,4.5,35.9,47.7,2.022,92.34,7.997,1.015,100.38,3.516,60.95,53.61,0.05,0,0,,,0,3,post_last_failure
2024-10-06,2165,0,7.2,36.32,60.9,1.943,93.46,7.94,0.99,99.34,3.496,60.28,54.74,0.05,0,0,,,0,4,post_last_failure
2024-10-07,2166,0,6.6,24.97,64.7,2.069,86.82,8.007,0.988,99.28,3.502,61.08,54.83,0.05,0,0,,,0,5,post_last_failure
2024-10-08,2167,0,19.3,35.42,48.0,1.915,93.86,8.024,0.999,100.24,3.475,62.19,54.83,0.05,0,0,,,0,6,post_last_failure
2024-10-09,2168,0,19.1,33.79,66.2,1.903,90.73,8.01,1.016,99.99,3.472,61.02,54.79,0.05,0,0,,,0,7,post_last_failure
2024-10-10,2169,0,2.1,31.08,50.5,1.999,90.83,8.031,1.012,98.39,3.458,60.09,56.31,0.05,0,0,,,0,8,post_last_failure
2024-10-11,2170,0,16.0,33.45,53.3,1.994,91.73,7.923,1.003,99.61,3.434,60.72,54.4,0.05,0,0,,,0,9,post_last_failure
2024-10-12,2171,0,10.2,37.52,65.3,1.935,92.96,7.944,0.981,99.77,3.45,60.17,54.47,0.05,0,0,,,0,10,post_last_failure
2024-10-13,2172,0,10.4,28.9,63.3,2.051,88.65,8.048,0.982,101.24,3.482,59.23,54.92,0.05,0,0,,,0,11,post_last_failure
2024-10-14,2173,0,7.4,33.07,62.2,1.987,92.74,7.918,1.004,97.72,3.472,59.79,54.06,0.05,0,0,,,0,12,post_last_failure
2024-10-15,2174,0,14.3,32.23,50.1,1.964,91.18,7.957,1.007,100.75,3.457,60.95,54.98,0.05,0,0,,,0,13,post_last_failure
2024-10-16,2175,0,18.6,29.81,56.1,2.0,90.32,8.009,1.0,99.67,3.452,59.93,54.93,0.05,0,0,,,0,14,post_last_failure
2024-10-17,2176,0,14.7,27.03,60.4,2.073,88.53,7.948,0.999,100.98,3.485,60.0,55.54,0.05,0,0,,,0,15,post_last_failure
2024-10-18,2177,0,18.9,28.27,58.6,1.99,89.53,8.057,0.999,101.06,3.469,60.68,55.04,0.05,0,0,,,0,16,post_last_failure
2024-10-19,2178,0,10.2,29.79,47.6,1.863,89.03,7.933,1.005,98.41,3.431,60.73,55.42,0.05,0,0,,,0,17,post_last_failure
2024-10-20,2179,0,15.8,31.68,47.4,1.999,91.79,8.042,0.991,101.05,3.479,61.21,55.21,0.05,0,0,,,0,18,post_last_failure
2024-10-21,2180,0,15.8,29.65,49.5,1.97,88.94,8.024,0.989,99.69,3.46,61.72,55.04,0.05,0,0,,,0,19,post_last_failure
2024-10-22,2181,0,13.8,28.89,64.6,2.077,89.17,7.928,1.004,99.52,3.424,60.54,55.2,0.05,0,0,,,0,20,post_last_failure
2024-10-23,2182,0,14.8,28.67,50.8,2.005,89.2,8.013,1.022,99.14,3.48,61.65,54.99,0.05,0,0,,,0,21,post_last_failure
2024-10-24,2183,0,1.0,35.11,65.4,1.984,91.76,8.022,0.981,101.28,3.475,59.98,55.52,0.05,0,0,,,0,22,post_last_failure
2024-10-25,2184,0,3.0,34.81,55.2,2.007,92.54,8.008,0.988,98.74,3.433,59.23,56.11,0.05,0,0,,,0,23,post_last_failure
2024-10-26,2185,0,0.4,34.09,55.9,2.013,91.83,8.029,0.996,100.47,3.455,59.54,55.02,0.05,0,0,,,0,24,post_last_failure
2024-10-27,2186,0,15.9,30.72,50.0,1.997,90.72,7.988,1.007,98.81,3.471,60.91,55.72,0.05,0,0,,,0,25,post_last_failure
2024-10-28,2187,0,0.2,31.95,52.9,2.03,90.01,8.063,1.004,101.0,3.437,60.21,55.34,0.05,0,0,,,0,26,post_last_failure
2024-10-29,2188,0,18.2,37.79,59.4,1.96,94.51,8.017,1.012,99.16,3.413,62.05,53.9,0.05,0,0,,,0,27,post_last_failure
2024-10-30,2189,0,19.3,33.74,60.4,1.964,92.35,8.017,1.012,99.52,3.428,60.16,54.65,0.05,0,0,,,0,28,post_last_failure
2024-10-31,2190,0,4.9,29.71,69.2,1.996,89.33,8.072,1.005,98.76,3.451,59.95,56.46,0.05,0,0,,,0,29,post_last_failure
2024-11-01,2191,0,2.6,25.5,46.4,1.914,86.89,7.98,1.012,101.14,3.547,60.29,55.58,0.05,0,0,,,0,30,post_last_failure
2024-11-02,2192,0,8.4,30.76,62.5,2.006,91.32,7.895,1.007,100.61,3.454,60.55,55.21,0.05,0,0,,,0,31,post_last_failure
2024-11-03,2193,0,6.0,23.62,42.3,2.016,86.79,8.037,0.99,100.45,3.456,62.26,54.34,0.05,0,0,,,0,32,post_last_failure
2024-11-04,2194,0,6.1,24.21,64.8,1.98,87.98,7.976,1.001,100.15,3.372,60.43,55.56,0.05,0,0,,,0,33,post_last_failure
2024-11-05,2195,0,8.6,24.82,64.5,1.962,87.31,7.869,1.003,100.26,3.459,61.17,55.51,0.05,0,0,,,0,34,post_last_failure
2024-11-06,2196,0,14.6,18.71,50.4,1.929,84.83,8.004,0.994,99.24,3.449,60.96,56.11,0.05,0,0,,,0,35,post_last_failure
2024-11-07,2197,0,5.3,26.6,40.8,1.957,88.11,7.986,0.991,99.96,3.392,60.75,54.43,0.05,0,0,,,0,36,post_last_failure
2024-11-08,2198,0,18.8,24.49,57.0,1.995,87.69,8.061,1.017,100.81,3.422,61.31,55.26,0.05,0,0,,,0,37,post_last_failure
2024-11-09,2199,0,17.0,24.4,51.2,1.92,86.59,8.073,1.006,101.38,3.343,59.21,54.42,0.05,0,0,,,0,38,post_last_failure
2024-11-10,2200,0,18.0,30.46,49.5,2.001,88.85,8.08,1.006,100.38,3.398,61.31,54.81,0.05,0,0,,,0,39,post_last_failure
2024-11-11,2201,0,17.4,24.33,58.6,2.062,87.25,7.997,1.003,98.83,3.441,60.99,54.84,0.05,0,0,,,0,40,post_last_failure
2024-11-12,2202,0,17.1,22.26,54.8,1.956,87.31,7.959,1.001,98.74,3.391,61.66,55.71,0.05,0,0,,,0,41,post_last_failure
2024-11-13,2203,0,11.2,26.17,61.4,1.982,89.8,7.973,0.989,100.37,3.41,60.48,55.27,0.05,0,0,,,0,42,post_last_failure
2024-11-14,2204,0,18.1,27.11,52.3,2.055,87.27,7.961,0.993,100.19,3.413,60.99,55.51,0.05,0,0,,,0,43,post_last_failure
2024-11-15,2205,0,17.3,21.84,52.5,2.033,85.76,7.977,1.005,98.69,3.398,60.97,54.88,0.05,0,0,,,0,44,post_last_failure
2024-11-16,2206,0,16.6,29.54,53.4,1.924,89.17,7.953,0.994,100.85,3.397,61.12,55.05,0.05,0,0,,,0,45,post_last_failure
2024-11-17,2207,0,14.9,24.73,47.3,2.128,86.92,8.037,0.985,99.3,3.425,60.72,56.02,0.05,0,0,,,0,46,post_last_failure
2024-11-18,2208,0,4.0,25.59,53.5,2.064,86.11,7.992,0.986,101.14,3.392,61.15,55.1,0.05,0,0,,,0,47,post_last_failure
2024-11-19,2209,0,18.9,18.64,46.9,2.105,83.53,8.009,0.999,101.2,3.373,62.18,56.39,0.05,0,0,,,0,48,post_last_failure
2024-11-20,2210,0,7.9,23.93,48.8,2.019,87.34,8.051,1.01,99.18,3.394,61.33,54.14,0.05,0,0,,,0,49,post_last_failure
2024-11-21,2211,0,7.0,27.29,58.7,1.964,86.94,8.08,1.002,99.2,3.374,62.96,54.83,0.05,0,0,,,0,50,post_last_failure
2024-11-22,2212,0,17.6,25.12,43.0,2.044,86.46,8.125,1.001,99.36,3.379,59.81,55.1,0.05,0,0,,,0,51,post_last_failure
2024-11-23,2213,0,10.9,27.99,49.1,2.035,89.43,7.965,1.01,100.98,3.383,62.3,54.93,0.05,0,0,,,0,52,post_last_failure
2024-11-24,2214,0,9.6,23.18,47.6,1.976,89.7,8.014,0.993,100.65,3.395,61.08,55.98,0.05,0,0,,,0,53,post_last_failure
2024-11-25,2215,0,8.4,22.21,51.2,2.004,85.04,8.01,1.011,99.71,3.457,60.26,54.89,0.05,0,0,,,0,54,post_last_failure
2024-11-26,2216,0,7.3,26.83,60.9,1.962,87.25,7.998,0.995,98.0,3.398,61.27,54.58,0.05,0,0,,,0,55,post_last_failure
2024-11-27,2217,0,4.6,30.6,57.1,2.016,90.7,8.008,0.99,101.44,3.379,61.94,55.01,0.05,0,0,,,0,56,post_last_failure
2024-11-28,2218,0,2.6,22.62,44.6,2.026,86.78,7.998,1.019,98.62,3.324,63.05,54.58,0.05,0,0,,,0,57,post_last_failure
2024-11-29,2219,0,16.8,28.07,44.7,2.0,89.83,8.033,0.997,98.89,3.33,60.93,55.37,0.05,0,0,,,0,58,post_last_failure
2024-11-30,2220,0,12.5,24.4,52.5,2.065,87.32,8.105,1.004,100.55,3.328,62.49,54.7,0.05,0,0,,,0,59,post_last_failure
2024-12-01,2221,0,16.1,14.64,56.3,1.996,81.66,8.024,0.975,99.1,3.345,62.04,55.81,0.05,0,0,,,0,60,post_last_failure
2024-12-02,2222,0,3.4,18.38,51.7,2.003,84.69,7.99,0.981,101.16,3.379,61.99,54.08,0.05,0,0,,,0,61,post_last_failure
2024-12-03,2223,0,0.5,16.29,46.4,1.93,84.74,7.972,0.999,99.96,3.371,61.66,56.0,0.05,0,0,,,0,62,post_last_failure
2024-12-04,2224,0,10.2,19.98,51.2,2.063,85.71,7.982,0.998,98.82,3.375,62.33,54.64,0.05,0,0,,,0,63,post_last_failure
2024-12-05,2225,0,16.8,18.52,55.9,2.107,85.6,8.041,0.997,100.58,3.377,61.72,54.17,0.05,0,0,,,0,64,post_last_failure
2024-12-06,2226,0,12.1,18.85,62.7,2.024,84.97,8.066,1.019,99.22,3.369,62.1,54.54,0.05,0,0,,,0,65,post_last_failure
2024-12-07,2227,0,9.4,19.16,56.7,1.977,83.63,8.04,0.993,98.8,3.378,61.5,55.52,0.05,0,0,,,0,66,post_last_failure
2024-12-08,2228,0,15.8,18.24,68.5,2.035,83.31,7.999,0.993,101.65,3.384,60.69,55.54,0.05,0,0,,,0,67,post_last_failure
2024-12-09,2229,0,12.0,19.09,63.3,2.023,84.68,7.969,0.998,99.47,3.36,62.11,54.3,0.05,0,0,,,0,68,post_last_failure
2024-12-10,2230,0,11.6,21.62,59.0,1.944,85.37,7.97,0.998,99.83,3.375,62.79,55.63,0.05,0,0,,,0,69,post_last_failure
2024-12-11,2231,0,1.3,17.76,61.2,2.024,85.26,7.912,1.014,99.9,3.344,62.15,54.73,0.05,0,0,,,0,70,post_last_failure
2024-12-12,2232,0,12.5,21.9,63.8,2.066,85.74,8.0,0.994,99.6,3.367,62.05,55.42,0.05,0,0,,,0,71,post_last_failure
2024-12-13,2233,0,9.6,22.89,49.8,1.975,86.32,8.041,1.01,99.84,3.367,62.05,56.14,0.05,0,0,,,0,72,post_last_failure
2024-12-14,2234,0,3.4,18.32,64.3,2.068,81.67,7.937,1.005,100.15,3.319,62.94,54.91,0.05,0,0,,,0,73,post_last_failure
2024-12-15,2235,0,2.8,21.6,58.9,2.016,85.75,7.988,1.002,98.84,3.265,63.32,55.65,0.05,0,0,,,0,74,post_last_failure
2024-12-16,2236,0,11.6,21.14,61.8,1.967,86.03,8.089,0.995,99.75,3.35,62.15,53.88,0.05,0,0,,,0,75,post_last_failure
2024-12-17,2237,0,9.8,20.11,50.6,2.088,85.61,7.923,0.999,98.52,3.331,62.02,55.24,0.05,0,0,,,0,76,post_last_failure
2024-12-18,2238,0,9.0,12.81,60.4,2.055,82.46,8.015,0.998,101.03,3.337,61.91,55.24,0.05,0,0,,,0,77,post_last_failure
2024-12-19,2239,0,16.1,25.34,68.7,2.049,86.08,7.948,1.004,100.55,3.345,62.63,55.6,0.05,0,0,,,0,78,post_last_failure
2024-12-20,2240,0,11.6,19.8,57.6,2.02,84.19,8.058,0.997,99.95,3.316,63.02,54.88,0.05,0,0,,,0,79,post_last_failure
2024-12-21,2241,0,8.1,18.21,54.3,1.887,83.98,8.094,0.986,101.37,3.325,62.17,55.37,0.05,0,0,,,0,80,post_last_failure
2024-12-22,2242,0,6.0,25.61,50.0,2.094,87.65,8.006,0.999,99.1,3.332,63.18,54.68,0.05,0,0,,,0,81,post_last_failure
2024-12-23,2243,0,15.6,12.24,56.5,1.994,82.49,7.976,0.991,99.82,3.33,62.44,54.43,0.05,0,0,,,0,82,post_last_failure
2024-12-24,2244,0,15.7,22.65,47.8,1.958,86.1,8.086,0.986,98.72,3.337,60.82,55.18,0.05,0,0,,,0,83,post_last_failure
2024-12-25,2245,0,2.4,18.33,47.3,2.008,85.21,7.919,0.994,100.97,3.357,63.3,55.29,0.05,0,0,,,0,84,post_last_failure
2024-12-26,2246,0,18.1,19.61,49.2,2.0,84.96,7.984,0.984,97.29,3.342,62.17,54.68,0.05,0,0,,,0,85,post_last_failure
2024-12-27,2247,0,14.7,21.5,63.7,1.98,85.08,7.992,0.988,100.5,3.36,62.46,55.81,0.05,0,0,,,0,86,post_last_failure
2024-12-28,2248,0,11.5,14.26,46.1,1.986,81.87,7.976,1.02,99.47,3.38,64.49,56.46,0.05,0,0,,,0,87,post_last_failure
2024-12-29,2249,0,19.3,22.48,67.4,2.004,86.53,7.99,0.989,99.44,3.376,62.79,55.5,0.05,0,0,,,0,88,post_last_failure
2024-12-30,2250,0,6.6,19.14,63.1,1.934,82.23,8.012,1.003,100.16,3.294,62.62,55.35,0.05,0,0,,,0,89,post_last_failure
2024-12-31,2251,0,16.2,15.18,51.0,2.025,81.57,8.005,1.002,101.33,3.362,63.1,55.11,0.05,0,0,,,0,90,post_last_failure
2025-01-01,2252,0,9.3,14.3,49.1,2.165,80.73,8.012,1.023,101.89,3.346,62.05,55.34,0.05,0,0,,,0,91,post_last_failure
2025-01-02,2253,0,1.7,17.74,62.2,1.961,83.12,7.983,0.99,99.21,3.338,63.1,54.95,0.05,0,0,,,0,92,post_last_failure
2025-01-03,2254,0,2.3,16.14,51.4,1.91,82.53,7.988,1.003,99.31,3.359,60.57,54.14,0.05,0,0,,,0,93,post_last_failure
2025-01-04,2255,0,1.4,18.16,47.5,1.903,83.4,8.018,1.003,100.48,3.322,63.54,54.37,0.05,0,0,,,0,94,post_last_failure
2025-01-05,2256,0,13.9,18.11,62.0,2.062,84.57,8.021,0.995,98.86,3.319,63.14,55.35,0.05,0,0,,,0,95,post_last_failure
2025-01-06,2257,0,3.0,15.32,52.0,2.027,82.57,8.061,1.002,101.3,3.335,62.85,55.5,0.05,0,0,,,0,96,post_last_failure
2025-01-07,2258,0,17.1,21.4,64.7,2.05,86.16,7.983,0.993,100.37,3.335,64.03,55.17,0.05,0,0,,,0,97,post_last_failure
2025-01-08,2259,0,17.7,15.62,52.3,1.951,81.92,7.941,1.005,98.95,3.278,63.35,54.9,0.05,0,0,,,0,98,post_last_failure
2025-01-09,2260,0,10.0,21.94,56.5,1.996,86.1,7.979,0.989,99.48,3.322,62.6,55.82,0.05,0,0,,,0,99,post_last_failure
2025-01-10,2261,0,19.7,14.73,52.9,2.068,81.27,8.067,1.01,100.75,3.274,62.63,55.97,0.05,0,0,,,0,100,post_last_failure
2025-01-11,2262,0,17.5,17.83,58.1,1.926,84.7,8.004,1.021,99.55,3.251,63.45,54.78,0.05,0,0,,,0,101,post_last_failure
2025-01-12,2263,0,13.4,15.29,63.5,2.023,81.85,7.922,0.991,100.09,3.318,62.74,53.91,0.05,0,0,,,0,102,post_last_failure
2025-01-13,2264,0,19.4,17.26,63.5,1.949,83.47,8.038,1.003,100.82,3.327,63.13,54.28,0.05,0,0,,,0,103,post_last_failure
2025-01-14,2265,0,3.7,15.22,54.2,1.971,82.51,7.974,0.996,102.25,3.332,61.77,54.42,0.05,0,0,,,0,104,post_last_failure
2025-01-15,2266,0,0.8,12.23,51.3,2.006,83.42,8.102,1.017,100.11,3.212,62.62,54.22,0.05,0,0,,,0,105,post_last_failure
2025-01-16,2267,0,4.6,10.77,57.3,1.967,81.43,7.972,0.989,100.03,3.286,63.03,55.28,0.05,0,0,,,0,106,post_last_failure
2025-01-17,2268,0,8.4,20.61,47.1,1.984,86.9,8.025,0.998,98.16,3.349,62.66,54.68,0.05,0,0,,,0,107,post_last_failure
2025-01-18,2269,0,12.6,17.96,49.1,2.009,84.76,8.014,0.994,100.74,3.26,63.68,55.5,0.05,0,0,,,0,108,post_last_failure
2025-01-19,2270,0,19.1,21.49,49.8,2.034,85.08,8.073,1.002,100.17,3.229,62.95,55.54,0.05,0,0,,,0,109,post_last_failure
2025-01-20,2271,0,14.7,15.34,56.6,2.019,80.87,7.928,1.01,101.85,3.257,62.96,54.26,0.05,0,0,,,0,110,post_last_failure
2025-01-21,2272,0,18.3,17.5,45.5,1.976,83.41,7.996,0.984,99.89,3.278,63.42,55.2,0.05,0,0,,,0,111,post_last_failure
2025-01-22,2273,0,13.6,17.3,63.9,1.963,84.07,7.992,0.995,101.42,3.302,63.66,53.66,0.05,0,0,,,0,112,post_last_failure
2025-01-23,2274,0,2.8,16.1,46.8,2.053,82.61,7.959,1.014,99.96,3.261,63.79,54.31,0.05,0,0,,,0,113,post_last_failure
2025-01-24,2275,0,9.6,13.34,47.3,1.972,82.39,7.878,0.985,99.95,3.254,63.68,55.74,0.05,0,0,,,0,114,post_last_failure
2025-01-25,2276,0,3.2,18.67,51.1,1.979,84.51,7.949,0.989,99.58,3.262,63.83,55.45,0.05,0,0,,,0,115,post_last_failure
2025-01-26,2277,0,18.6,14.33,52.0,2.063,81.79,7.978,0.993,100.29,3.318,62.41,54.01,0.05,0,0,,,0,116,post_last_failure
2025-01-27,2278,0,12.5,17.02,49.9,1.965,83.01,7.991,1.008,99.5,3.25,62.08,54.3,0.05,0,0,,,0,117,post_last_failure
2025-01-28,2279,0,14.8,15.85,49.8,2.017,82.49,7.892,0.983,98.42,3.306,62.71,54.34,0.05,0,0,,,0,118,post_last_failure
2025-01-29,2280,0,6.7,13.78,55.9,1.993,79.87,8.03,1.009,97.9,3.256,63.73,54.6,0.05,0,0,,,0,119,post_last_failure
2025-01-30,2281,0,12.4,14.92,54.6,1.991,81.08,8.059,1.004,100.02,3.289,64.23,55.06,0.05,0,0,,,0,120,post_last_failure
2025-01-31,2282,0,17.7,10.28,57.9,1.956,80.72,8.002,0.999,101.25,3.281,62.84,56.02,0.05,0,0,,,0,121,post_last_failure
2025-02-01,2283,0,4.4,17.58,40.9,2.08,83.27,7.969,1.007,98.0,3.218,63.28,55.61,0.05,0,0,,,0,122,post_last_failure
2025-02-02,2284,0,12.0,19.98,57.8,1.961,85.62,7.968,0.987,98.82,3.253,62.81,55.2,0.05,0,0,,,0,123,post_last_failure
2025-02-03,2285,0,7.7,23.83,58.6,1.997,87.35,7.98,1.004,99.53,3.276,63.35,54.9,0.05,0,0,,,0,124,post_last_failure
2025-02-04,2286,0,3.2,15.17,50.8,1.926,84.27,8.084,0.996,99.59,3.284,62.76,54.74,0.05,0,0,,,0,125,post_last_failure
2025-02-05,2287,0,6.3,19.8,42.5,2.095,84.62,8.02,0.992,100.4,3.205,63.7,55.57,0.05,0,0,,,0,126,post_last_failure
2025-02-06,2288,0,18.0,18.52,51.7,2.017,84.46,8.053,0.999,98.3,3.274,63.15,55.32,0.05,0,0,,,0,127,post_last_failure
2025-02-07,2289,0,2.0,19.69,43.6,1.988,86.23,7.999,0.982,98.5,3.248,63.97,56.08,0.05,0,0,,,0,128,post_last_failure
2025-02-08,2290,0,6.5,18.17,49.4,1.971,84.02,7.909,0.998,100.0,3.217,63.02,54.16,0.05,0,0,,,0,129,post_last_failure
2025-02-09,2291,0,7.6,22.14,48.2,2.055,87.19,8.062,0.992,100.74,3.246,63.91,56.05,0.05,0,0,,,0,130,post_last_failure
2025-02-10,2292,0,9.0,24.42,46.8,2.06,88.02,7.921,0.996,99.18,3.238,63.66,55.45,0.05,0,0,,,0,131,post_last_failure
2025-02-11,2293,0,1.6,21.34,51.3,2.002,84.01,7.929,0.989,100.61,3.248,63.72,54.86,0.05,0,0,,,0,132,post_last_failure
2025-02-12,2294,0,2.3,17.74,55.1,2.044,84.84,8.055,1.015,100.84,3.242,64.4,53.8,0.05,0,0,,,0,133,post_last_failure
2025-02-13,2295,0,16.6,11.88,52.3,2.015,80.64,7.963,1.005,99.31,3.161,63.78,54.71,0.05,0,0,,,0,134,post_last_failure
2025-02-14,2296,0,15.3,19.61,52.1,2.02,84.24,8.014,1.012,100.58,3.251,66.06,56.53,0.05,0,0,,,0,135,post_last_failure
2025-02-15,2297,0,9.5,21.37,47.5,1.975,85.55,8.105,0.992,100.81,3.252,63.75,54.25,0.05,0,0,,,0,136,post_last_failure
2025-02-16,2298,0,7.4,13.46,58.1,1.987,80.66,8.058,0.983,99.44,3.227,64.95,55.04,0.05,0,0,,,0,137,post_last_failure
2025-02-17,2299,0,18.1,19.94,51.5,2.014,84.58,7.999,0.977,99.5,3.211,63.61,55.72,0.05,0,0,,,0,138,post_last_failure
2025-02-18,2300,0,15.6,21.42,40.3,2.053,87.57,7.921,0.988,101.46,3.22,63.57,54.78,0.05,0,0,,,0,139,post_last_failure
2025-02-19,2301,0,16.7,19.94,45.5,1.933,84.26,8.04,0.984,98.27,3.216,64.36,53.8,0.05,0,0,,,0,140,post_last_failure
2025-02-20,2302,0,11.9,22.67,45.9,2.014,83.9,8.03,1.002,100.46,3.208,65.11,54.43,0.05,0,0,,,0,141,post_last_failure
2025-02-21,2303,0,14.6,20.12,53.4,2.003,84.33,8.034,1.005,100.76,3.207,64.51,54.63,0.05,0,0,,,0,142,post_last_failure
