day_index,sand_storm_flag,ambient_temperature_c,humidity_percent,vibration_rms_mm_s,discharge_temperature_c,discharge_pressure_bar,suction_pressure_bar,flow_rate_m3_min,bearing_oil_pressure_bar,bearing_oil_temperature_c,casing_temperature_c,dp_filter_bar,high_dp_alarm,failure,TTF_days,maintenance_oil_change,days_since_oil_change,health_state
1904,0,16.92,62.2,2.019,81.94,7.933,0.989,98.68,3.316,62.29,54.7,0.05,0,0,81.0,0,103,early_warning
1905,0,23.66,48.7,1.916,87.19,8.055,1.017,98.81,3.261,63.25,55.17,0.05,0,0,80.0,0,104,early_warning
1906,0,17.4,47.4,2.028,83.44,7.966,1.026,99.08,3.289,62.85,55.19,0.05,0,0,79.0,0,105,early_warning
1907,0,13.51,48.1,1.963,80.67,7.998,0.987,100.41,3.297,63.24,54.27,0.05,0,0,78.0,0,106,early_warning
1908,0,15.3,54.2,2.025,82.89,8.041,0.998,98.66,3.269,63.03,55.1,0.05,0,0,77.0,0,107,early_warning
1909,0,19.11,50.7,2.028,84.92,8.014,1.0,100.68,3.256,64.27,54.72,0.05,0,0,76.0,0,108,early_warning
1910,0,11.64,57.9,1.956,79.1,8.13,0.998,101.15,3.264,62.55,55.68,0.05,0,0,75.0,0,109,early_warning
1911,0,15.97,65.0,2.073,82.18,7.93,0.993,101.43,3.263,62.73,55.4,0.05,0,0,74.0,0,110,early_warning
1912,0,16.43,62.2,1.945,82.64,7.984,0.997,99.9,3.291,64.3,54.51,0.05,0,0,73.0,0,111,early_warning
1913,0,18.26,47.0,1.976,83.36,8.014,0.993,101.79,3.321,64.09,54.73,0.05,0,0,72.0,0,112,early_warning
1914,0,17.87,60.9,1.997,84.78,7.995,0.992,101.67,3.261,63.7,55.11,0.05,0,0,71.0,0,113,early_warning
1915,0,14.93,49.9,2.03,81.68,8.071,0.983,100.64,3.268,62.67,54.87,0.05,0,0,70.0,0,114,early_warning
1916,0,15.34,61.7,1.916,81.78,7.936,1.007,100.85,3.271,63.09,54.49,0.05,0,0,69.0,0,115,early_warning
1917,0,17.75,59.2,2.047,84.05,7.955,1.004,99.92,3.208,64.58,54.7,0.05,0,0,68.0,0,116,early_warning
1918,0,15.36,50.6,1.941,82.63,7.892,1.003,100.95,3.262,63.91,54.68,0.05,0,0,67.0,0,117,early_warning
1919,0,19.01,55.6,1.935,84.71,8.061,1.011,99.01,3.235,64.3,55.25,0.05,0,0,66.0,0,118,early_warning
1920,0,21.81,42.1,1.976,86.06,8.034,1.003,100.51,3.281,65.23,53.52,0.05,0,0,65.0,0,119,early_warning
1921,0,16.91,49.3,2.027,83.97,8.046,1.012,101.17,3.262,63.81,55.44,0.05,0,0,64.0,0,120,early_warning
1922,0,17.42,48.3,2.064,84.62,8.035,0.999,100.2,3.219,63.3,55.2,0.05,0,0,63.0,0,121,early_warning
1923,0,15.48,55.3,2.074,83.38,7.987,1.01,100.17,3.289,63.93,54.73,0.05,0,0,62.0,0,122,early_warning
1924,0,22.76,49.2,1.968,87.07,8.025,0.991,99.68,3.253,63.98,55.08,0.05,0,0,61.0,0,123,early_warning
1925,0,18.05,53.6,1.973,84.36,7.947,1.011,98.01,3.238,64.39,55.42,0.05,0,0,60.0,0,124,early_warning
1926,0,26.57,59.6,1.925,87.22,8.005,0.984,101.13,3.306,63.47,54.83,0.05,0,0,59.0,0,125,early_warning
1927,0,16.2,44.3,2.029,81.42,8.0,1.002,99.35,3.259,64.04,55.01,0.05,0,0,58.0,0,126,early_warning
1928,0,21.97,51.0,1.95,84.96,8.012,0.999,101.56,3.233,64.27,55.08,0.05,0,0,57.0,0,127,early_warning
1929,0,22.52,58.0,1.999,86.43,8.038,1.005,98.9,3.204,63.69,54.76,0.05,0,0,56.0,0,128,early_warning
1930,0,17.31,59.8,2.033,83.92,8.016,0.999,99.8,3.267,63.92,53.71,0.05,0,0,55.0,0,129,early_warning
1931,0,18.81,48.1,1.978,84.56,7.991,1.003,100.27,3.192,64.62,56.21,0.05,0,0,54.0,0,130,early_warning
1932,0,16.22,52.3,2.09,82.72,7.963,1.005,98.61,3.288,64.0,55.37,0.05,0,0,53.0,0,131,early_warning
1933,0,19.98,50.3,2.013,85.33,7.954,0.985,99.62,3.204,64.2,55.49,0.05,0,0,52.0,0,132,early_warning
1934,0,18.9,45.3,1.952,85.26,7.967,0.989,97.71,3.194,63.33,54.57,0.05,0,0,51.0,0,133,early_warning
1935,0,18.31,51.3,1.964,85.33,7.951,0.998,100.38,3.208,64.74,55.13,0.05,0,0,50.0,0,134,early_warning
1936,0,13.69,49.4,1.965,81.52,7.954,0.992,100.56,3.253,64.56,55.73,0.05,0,0,49.0,0,135,early_warning
1937,0,29.35,44.8,1.91,89.11,8.007,1.008,99.72,3.178,62.66,55.63,0.05,0,0,48.0,0,136,early_warning
1938,0,25.53,45.8,1.975,87.91,7.99,0.998,100.39,3.175,63.3,54.02,0.05,0,0,47.0,0,137,early_warning
1939,0,20.69,53.2,1.988,83.88,7.976,0.996,99.63,3.234,62.38,55.18,0.05,0,0,46.0,0,138,early_warning
1940,0,13.85,43.9,2.001,80.94,7.992,1.008,100.11,3.229,64.92,55.14,0.05,0,0,45.0,0,139,early_warning
1941,0,21.02,47.6,1.978,85.44,8.028,1.006,100.36,3.218,64.14,55.31,0.05,0,0,44.0,0,140,early_warning
1942,0,18.15,51.8,1.94,84.14,7.988,1.0,100.63,3.201,63.78,55.89,0.05,0,0,43.0,0,141,early_warning
1943,0,19.23,45.7,2.034,82.94,7.931,0.998,99.97,3.278,64.94,54.94,0.05,0,0,42.0,0,142,early_warning
1944,0,22.31,50.3,1.996,84.71,7.969,0.997,100.51,3.221,64.32,55.44,0.05,0,0,41.0,0,143,early_warning
1945,0,17.88,58.7,1.984,83.97,7.979,0.98,98.28,3.242,64.78,54.77,0.05,0,0,40.0,0,144,early_warning
1946,0,24.13,37.4,1.966,87.27,8.028,0.995,100.35,3.256,64.49,55.17,0.05,0,0,39.0,0,145,early_warning
1947,0,22.53,47.5,2.028,86.91,7.927,0.99,101.23,3.264,65.79,54.69,0.05,0,0,38.0,0,146,early_warning
1948,0,22.34,54.4,1.99,84.84,7.985,1.024,100.57,3.187,64.08,54.49,0.05,0,0,37.0,0,147,early_warning
1949,0,22.06,37.9,1.91,86.21,8.049,1.0,99.37,3.232,66.02,53.84,0.05,0,0,36.0,0,148,early_warning
1950,0,22.1,43.1,1.975,87.46,8.047,1.001,99.83,3.221,64.27,54.72,0.05,0,0,35.0,0,149,early_warning
1951,0,19.78,36.5,1.937,84.74,8.0,1.004,98.88,3.166,64.91,55.21,0.05,0,0,34.0,0,150,early_warning
1952,0,19.32,39.4,2.01,85.16,7.969,0.985,99.56,3.221,65.22,55.32,0.05,0,0,33.0,0,151,early_warning
1953,0,23.63,42.6,1.934,88.56,7.952,0.982,98.97,3.105,64.92,55.08,0.05,0,0,32.0,0,152,early_warning
1954,0,24.55,47.4,1.899,89.42,7.979,1.005,100.95,3.159,63.4,54.35,0.05,0,0,31.0,0,153,early_warning
1955,0,19.66,54.3,2.047,85.43,8.04,1.0,100.01,3.184,64.4,54.59,0.05,0,0,30.0,0,154,critical
1956,0,21.08,38.0,1.937,84.72,8.025,1.001,100.29,3.194,64.26,55.15,0.05,0,0,29.0,0,155,critical
1957,0,21.87,48.4,2.016,84.91,8.073,0.991,99.53,3.163,64.77,55.03,0.05,0,0,28.0,0,156,critical
1958,0,24.9,52.4,1.959,85.55,8.0,0.986,98.9,3.144,64.57,56.91,0.05,0,0,27.0,0,157,critical
1959,0,21.52,46.6,2.001,86.22,7.975,1.022,99.59,3.176,64.61,55.42,0.05,0,0,26.0,0,158,critical
1960,0,16.33,42.4,1.986,82.31,8.03,0.999,99.75,3.201,64.71,55.34,0.05,0,0,25.0,0,159,critical
1961,0,23.21,49.1,2.013,85.73,7.965,0.998,100.65,2.306,65.05,55.51,0.05,0,0,24.0,0,160,critical
1962,0,22.9,39.0,1.981,87.34,8.027,1.015,98.58,3.165,64.3,56.19,0.05,0,0,23.0,0,161,critical
1963,0,25.04,36.7,1.988,88.16,7.944,0.992,99.02,3.18,64.72,54.78,0.05,0,0,22.0,0,162,critical
1964,0,24.4,43.3,1.977,87.62,7.973,0.997,101.14,3.178,65.49,54.61,0.05,0,0,21.0,0,163,critical
1965,0,20.38,54.1,2.034,85.4,8.086,1.019,100.61,3.116,64.79,55.31,0.05,0,0,20.0,0,164,critical
1966,0,21.71,36.7,2.028,86.49,7.996,1.002,97.87,3.156,64.17,55.93,0.05,0,0,19.0,0,165,critical
1967,0,21.29,44.5,2.031,86.59,8.077,1.015,100.53,3.195,63.79,54.95,0.05,0,0,18.0,0,166,critical
1968,0,24.24,43.8,2.048,87.72,8.053,1.005,99.83,3.126,64.59,54.93,0.05,0,0,17.0,0,167,critical
1969,0,24.41,44.4,1.977,88.95,7.991,1.006,99.81,3.157,64.68,54.89,0.05,0,0,16.0,0,168,critical
1970,0,19.34,45.8,2.0,84.17,7.892,0.994,99.17,3.191,64.57,54.28,0.05,0,0,15.0,0,169,critical
1971,0,26.12,45.9,1.92,87.23,8.004,1.0,99.5,3.162,66.34,56.34,0.05,0,0,14.0,0,170,critical
1972,0,18.03,48.0,2.016,83.87,7.927,0.994,99.6,3.136,65.72,55.55,0.05,0,0,13.0,0,171,critical
1973,0,26.29,43.6,1.975,88.47,7.968,0.983,97.37,3.172,64.95,55.3,0.05,0,0,12.0,0,172,critical
1974,0,24.21,53.7,1.977,85.9,8.012,1.027,100.33,3.107,65.51,55.18,0.05,0,0,11.0,0,173,critical
1975,0,18.57,51.0,2.069,84.84,8.019,0.995,97.92,3.169,64.15,54.85,0.05,0,0,10.0,0,174,critical
1976,0,29.63,53.0,1.975,88.81,8.017,1.004,100.65,3.127,65.77,55.95,0.05,0,0,9.0,0,175,critical
1977,0,29.15,39.1,1.999,89.06,7.994,0.999,99.74,3.145,65.57,53.94,0.05,0,0,8.0,0,176,critical
1978,0,24.88,38.0,2.059,87.35,7.963,1.001,99.77,3.177,66.69,54.65,0.05,0,0,7.0,0,177,critical
1979,0,32.09,31.0,1.981,91.1,8.016,0.992,98.5,3.164,64.06,54.91,0.05,0,0,6.0,0,178,critical
1980,0,26.24,45.8,1.987,84.93,7.974,0.995,100.39,3.185,65.0,55.17,0.05,0,0,5.0,0,179,critical
1981,0,21.65,38.2,2.004,86.84,7.979,0.99,100.99,3.506,61.71,56.59,0.05,0,0,4.0,1,0,critical
1982,0,28.64,38.9,1.987,88.53,7.944,1.013,99.81,3.47,60.31,55.27,0.05,0,0,3.0,0,1,critical
1983,0,25.35,31.6,2.413788882958872,90.98549752344404,7.7731123265837025,0.987,96.9426082708063,3.4805716192244986,60.61218577986342,57.12663288337994,0.1243897582176528,0,0,2.0,0,2,critical
1984,0,28.83,31.0,2.878683961068539,90.39547151633688,7.913167208955688,1.0,95.73938401385054,3.3969892488411944,63.221128340713406,56.98452602040972,0.09683044116383718,0,0,1.0,0,3,critical
1985,0,24.36,34.7,2.055,88.33,7.954,1.008,102.04,3.459,60.48,55.27,0.05,0,1,0.0,0,4,failure
1987,0,25.89,48.6,2.05,87.69,7.988,0.99,100.26,3.531,60.02,54.88,0.05,0,0,208.0,0,6,normal
1988,0,30.64,40.9,2.003,90.45,7.982,1.011,97.91,3.512,59.82,55.02,0.05,0,0,207.0,0,7,normal
1989,0,26.2,44.4,2.002,88.57,8.019,0.987,99.99,3.435,60.19,54.03,0.05,0,0,206.0,0,8,normal
1990,0,27.76,49.9,1.873,88.86,8.045,0.992,99.78,3.463,59.94,55.04,0.05,0,0,205.0,0,9,normal
1991,0,22.62,47.3,1.96,85.91,8.069,1.0,100.75,3.492,59.78,54.75,0.05,0,0,204.0,0,10,normal
1992,0,31.36,47.9,1.985,89.79,7.92,1.005,100.85,3.442,60.88,55.19,0.05,0,0,203.0,0,11,normal
1993,0,28.43,42.7,2.005,89.99,7.999,1.003,97.51,3.497,60.5,55.96,0.05,0,0,202.0,0,12,normal
1994,0,30.18,32.0,2.016,90.54,7.963,1.007,99.71,3.46,59.39,54.15,0.05,0,0,201.0,0,13,normal
1995,0,24.23,40.0,1.939,87.03,8.012,1.0,99.23,3.463,59.89,56.18,0.05,0,0,200.0,0,14,normal
1996,0,36.27,49.5,1.883,92.74,8.012,1.001,98.96,3.436,61.17,54.88,0.05,0,0,199.0,0,15,normal
1997,0,32.27,47.1,1.962,91.6,8.093,1.011,98.79,3.42,60.31,55.44,0.05,0,0,198.0,0,16,normal
1998,0,25.17,44.2,2.023,89.14,7.98,0.998,99.42,3.452,60.05,54.02,0.05,0,0,197.0,0,17,normal
1999,0,29.52,48.2,2.004,89.49,8.02,1.019,98.56,3.518,60.92,55.25,0.05,0,0,196.0,0,18,normal
2000,0,27.93,34.1,1.947,88.41,7.964,0.985,99.13,3.484,62.02,54.62,0.05,0,0,195.0,0,19,normal
2001,0,27.78,31.0,1.965,89.38,8.017,1.004,101.96,3.489,61.61,54.52,0.05,0,0,194.0,0,20,normal
2002,0,25.41,49.6,1.908,88.34,7.967,1.001,100.47,3.425,60.35,54.9,0.05,0,0,193.0,0,21,normal
2003,0,30.81,33.9,2.008,90.9,8.019,0.985,98.68,3.491,60.72,55.54,0.05,0,0,192.0,0,22,normal
2004,0,27.17,38.7,2.034,88.75,8.082,1.003,101.13,3.464,59.84,56.04,0.05,0,0,191.0,0,23,normal
2005,0,24.56,35.1,2.018,88.17,8.027,0.972,99.9,3.464,60.69,53.93,0.05,0,0,190.0,0,24,normal
2006,0,29.87,47.1,1.972,90.97,7.994,1.004,98.93,3.412,61.4,55.31,0.05,0,0,189.0,0,25,normal
2007,0,34.02,36.8,2.017,90.76,8.013,0.983,100.46,3.449,61.17,54.86,0.05,0,0,188.0,0,26,normal
2008,0,31.27,42.6,2.018,90.68,8.018,0.99,99.04,3.4,60.12,54.93,0.05,0,0,187.0,0,27,normal
2009,0,31.46,39.9,2.026,91.8,7.91,0.997,99.31,3.468,60.62,55.3,0.05,0,0,186.0,0,28,normal
2010,0,29.11,48.7,2.03,89.68,7.872,0.996,97.62,3.464,61.18,56.17,0.05,0,0,185.0,0,29,normal
2011,0,33.42,47.9,2.009,92.56,7.978,1.006,100.42,3.459,62.18,53.92,0.05,0,0,184.0,0,30,normal
2012,0,28.28,45.3,2.005,88.92,8.001,0.983,101.3,3.447,60.87,55.24,0.05,0,0,183.0,0,31,normal
2013,0,31.48,42.9,1.996,91.11,7.899,0.992,100.65,3.434,60.01,55.59,0.05,0,0,182.0,0,32,normal
2014,0,36.45,52.2,1.935,93.74,8.024,0.995,100.26,3.469,60.97,54.99,0.05,0,0,181.0,0,33,normal
2015,0,30.02,53.1,2.001,90.41,8.015,1.009,99.31,3.396,61.05,54.42,0.05,0,0,180.0,0,34,normal
2016,0,34.48,40.3,2.0,93.57,8.005,1.002,100.64,3.457,61.48,55.01,0.05,0,0,179.0,0,35,normal
2017,0,32.56,50.3,2.032,93.85,7.939,0.99,99.56,3.4,60.56,54.39,0.05,0,0,178.0,0,36,normal
2018,0,29.8,42.1,2.077,89.81,8.02,0.986,100.35,3.449,60.09,55.2,0.05,0,0,177.0,0,37,normal
2019,0,36.44,40.7,2.07,93.66,7.979,0.989,98.65,3.432,61.02,54.63,0.05,0,0,176.0,0,38,normal
2020,1,34.76,42.0,2.107,94.67,7.995,1.0,97.52,3.371,62.34,55.84,0.084,0,0,175.0,0,39,normal
2021,0,30.3,53.5,2.018,90.78,7.979,1.011,99.45,3.416,60.55,55.13,0.05,0,0,174.0,0,40,normal
2022,0,36.28,47.4,2.073,95.81,7.992,1.013,100.68,3.416,61.11,54.56,0.05,0,0,173.0,0,41,normal
2023,0,30.77,43.7,2.062,89.68,7.956,0.981,99.34,3.438,61.31,53.85,0.05,0,0,172.0,0,42,normal
2024,0,37.45,49.1,1.913,94.21,8.032,0.997,100.69,3.367,61.5,54.84,0.05,0,0,171.0,0,43,normal
2025,1,33.24,50.6,2.006,94.11,8.195,0.971,97.04,3.394,60.65,53.58,0.08,0,0,170.0,0,44,normal
2026,0,29.82,54.5,2.006,90.38,8.119,1.002,101.11,3.435,61.2,55.08,0.05,0,0,169.0,0,45,normal
2027,0,30.92,46.6,1.991,91.66,7.892,1.018,98.89,3.411,62.29,54.74,0.05,0,0,168.0,0,46,normal
2028,1,40.84,40.0,2.088,97.28,8.075,1.001,96.54,3.33,61.63,54.46,0.076,0,0,167.0,0,47,normal
2029,0,33.31,44.1,2.06,93.05,7.982,0.988,99.06,3.419,62.21,53.18,0.05,0,0,166.0,0,48,normal
2030,0,34.58,36.3,2.078,91.91,7.96,0.994,102.0,3.408,61.27,54.57,0.05,0,0,165.0,0,49,normal
2031,0,33.08,36.9,2.024,91.26,7.899,1.002,100.44,3.367,61.07,54.48,0.05,0,0,164.0,0,50,normal
2032,0,35.7,35.3,2.05,92.68,8.0,1.015,100.08,3.408,61.06,55.32,0.05,0,0,163.0,0,51,normal
2033,0,37.53,37.1,2.004,93.02,8.042,0.992,99.71,3.376,61.4,54.61,0.05,0,0,162.0,0,52,normal
2034,0,31.81,50.1,2.117,91.11,7.922,1.011,100.38,3.424,60.79,54.86,0.05,0,0,161.0,0,53,normal
2035,0,33.02,52.4,1.975,92.2,7.999,1.016,99.48,3.409,60.58,55.64,0.05,0,0,160.0,0,54,normal
2036,1,37.46,47.2,2.08,96.38,8.025,0.98,98.08,3.383,62.6,54.55,0.081,0,0,159.0,0,55,normal
2037,0,31.75,36.5,1.949,91.01,8.026,1.007,99.53,3.446,61.72,55.89,0.05,0,0,158.0,0,56,normal
2038,0,37.95,40.0,2.025,93.84,7.985,0.998,100.2,3.368,60.91,55.45,0.05,0,0,157.0,0,57,normal
2039,0,39.11,57.7,2.011,95.92,7.95,1.0,101.48,3.4,62.44,54.54,0.05,0,0,156.0,0,58,normal
2040,0,39.99,44.0,1.957,94.71,8.086,1.013,101.4,3.381,61.16,55.27,0.05,0,0,155.0,0,59,normal
2041,0,40.54,47.7,2.022,98.14,7.963,1.005,101.65,3.37,61.1,55.27,0.05,0,0,154.0,0,60,normal
2042,0,40.12,58.5,1.954,95.28,8.039,1.01,99.66,3.389,62.64,54.29,0.05,0,0,153.0,0,61,normal
2043,0,42.25,50.7,2.01,95.76,7.952,0.998,100.53,3.383,61.73,55.07,0.05,0,0,152.0,0,62,normal
2044,0,34.33,52.6,1.945,92.07,8.009,1.001,100.63,3.385,61.93,53.74,0.05,0,0,151.0,0,63,normal
2045,0,41.41,50.8,2.043,95.33,7.882,1.007,101.35,3.4,61.8,55.48,0.05,0,0,150.0,0,64,normal
2046,0,33.52,55.4,2.038,91.74,8.021,1.009,99.36,3.387,62.2,54.96,0.05,0,0,149.0,0,65,normal
2047,0,43.31,58.8,2.025,96.37,8.042,1.004,101.2,3.385,61.79,55.29,0.05,0,0,148.0,0,66,normal
2048,0,32.8,42.2,1.984,91.15,8.006,1.0,100.17,3.388,61.25,54.29,0.05,0,0,147.0,0,67,normal
2049,0,41.08,42.2,1.972,93.36,8.036,0.987,99.55,3.413,62.12,54.66,0.05,0,0,146.0,0,68,normal
2050,0,40.93,53.8,2.048,95.34,8.06,0.967,99.59,3.389,62.36,54.31,0.05,0,0,145.0,0,69,normal
2051,0,40.91,53.7,2.086,94.94,7.995,1.018,100.85,3.366,62.91,54.52,0.05,0,0,144.0,0,70,normal
2052,0,39.4,52.2,1.992,94.37,7.921,0.997,101.36,3.34,60.62,55.64,0.05,0,0,143.0,0,71,normal
2053,0,38.79,48.8,2.033,94.35,7.932,0.994,97.91,3.39,62.35,55.28,0.05,0,0,142.0,0,72,normal
2054,0,35.64,40.5,1.984,92.47,7.975,0.996,101.0,3.383,61.95,54.14,0.05,0,0,141.0,0,73,normal
2055,0,34.65,56.8,2.02,89.94,7.991,0.998,100.45,3.391,62.42,55.31,0.05,0,0,140.0,0,74,normal
2056,0,34.56,56.5,1.992,91.85,8.027,1.002,101.36,3.353,62.73,54.23,0.05,0,0,139.0,0,75,normal
2057,0,34.15,40.7,1.963,92.45,7.994,1.01,100.83,3.356,62.11,54.19,0.05,0,0,138.0,0,76,normal
2058,0,37.17,49.5,2.078,93.23,7.975,1.007,101.94,3.366,62.61,55.5,0.05,0,0,137.0,0,77,normal
2059,0,38.26,57.7,1.955,93.94,8.005,0.992,100.68,3.332,62.45,55.0,0.05,0,0,136.0,0,78,normal
2060,0,37.36,40.2,2.08,93.96,8.035,1.004,98.53,3.346,61.11,54.32,0.05,0,0,135.0,0,79,normal
2061,0,37.53,52.4,2.019,92.92,8.036,1.011,99.34,3.34,61.95,55.37,0.05,0,0,134.0,0,80,normal
2062,0,34.61,41.5,1.969,91.01,8.008,0.998,99.39,3.359,62.56,54.29,0.05,0,0,133.0,0,81,normal
2063,1,35.86,40.6,2.112,94.14,8.051,0.987,98.65,3.291,64.15,54.6,0.074,0,0,132.0,0,82,normal
2064,0,35.45,55.3,1.999,90.85,8.074,1.012,101.97,3.307,61.93,54.93,0.05,0,0,131.0,0,83,normal
2065,0,44.2,50.6,1.966,96.18,7.991,0.996,101.07,3.317,63.21,55.17,0.05,0,0,130.0,0,84,normal
2066,0,34.14,46.8,1.94,92.59,8.07,1.011,100.07,3.375,61.68,54.74,0.05,0,0,129.0,0,85,normal
2067,0,34.88,45.9,2.061,92.34,7.974,1.01,101.08,3.324,62.49,54.09,0.05,0,0,128.0,0,86,normal
2068,0,39.35,75.7,1.969,95.45,8.064,1.004,99.88,3.321,62.19,54.93,0.05,0,0,127.0,0,87,normal
2069,0,40.26,68.4,1.994,93.63,8.037,1.017,101.6,3.334,62.61,54.54,0.05,0,0,126.0,0,88,normal
2070,0,36.25,70.4,2.081,93.62,8.06,1.004,100.15,3.358,61.32,54.02,0.05,0,0,125.0,0,89,normal
2071,0,36.0,57.3,2.043,93.88,8.056,1.0,96.83,3.306,64.14,54.7,0.05,0,0,124.0,0,90,normal
2072,0,38.51,59.3,1.993,95.54,8.029,0.995,99.47,3.328,63.58,54.82,0.05,0,0,123.0,0,91,normal
2073,1,43.14,74.5,2.107,99.74,8.058,0.991,100.15,3.312,63.13,55.05,0.079,0,0,122.0,0,92,normal
2074,0,46.1,71.5,1.954,97.64,7.957,1.0,99.15,3.279,62.4,56.06,0.05,0,0,121.0,0,93,normal
2075,0,40.77,78.2,2.065,96.55,7.998,0.992,99.21,3.308,62.01,54.51,0.05,0,0,120.0,0,94,early_warning
2076,0,37.12,65.2,1.989,93.16,8.038,1.01,100.88,3.302,64.02,54.73,0.05,0,0,119.0,0,95,early_warning
2077,0,39.18,57.4,1.972,93.84,8.019,0.997,100.46,3.315,62.02,54.09,0.05,0,0,118.0,0,96,early_warning
2078,0,37.7,67.8,2.005,94.56,8.004,1.013,99.86,3.332,62.78,54.69,0.05,0,0,117.0,0,97,early_warning
2079,0,44.38,69.2,1.971,96.45,7.933,0.987,100.79,3.288,63.01,55.07,0.05,0,0,116.0,0,98,early_warning
2080,0,35.72,73.3,2.068,93.67,8.052,0.979,99.68,3.337,61.85,55.24,0.05,0,0,115.0,0,99,early_warning
2081,0,37.61,76.0,2.0,93.44,7.959,1.012,101.45,3.249,63.95,55.06,0.05,0,0,114.0,0,100,early_warning
2082,0,40.46,78.0,2.056,95.53,8.122,1.005,100.58,3.293,63.4,55.31,0.05,0,0,113.0,0,101,early_warning
2083,0,37.53,76.7,2.058,94.05,7.955,1.006,99.45,3.278,62.79,54.22,0.05,0,0,112.0,0,102,early_warning
2084,0,40.2,61.3,1.972,95.31,8.043,1.015,99.93,3.331,63.16,54.96,0.05,0,0,111.0,0,103,early_warning
2085,0,41.28,72.7,1.961,94.7,8.042,1.0,100.19,3.264,63.34,56.17,0.05,0,0,110.0,0,104,early_warning
2086,0,46.22,78.6,1.995,97.89,7.979,0.992,99.72,3.293,62.06,54.79,0.05,0,0,109.0,0,105,early_warning
2087,0,41.25,68.2,1.931,94.53,8.07,0.993,100.12,3.261,63.66,55.65,0.05,0,0,108.0,0,106,early_warning
2088,0,39.6,55.5,2.011,96.23,7.973,0.991,99.69,3.335,62.93,55.5,0.05,0,0,107.0,0,107,early_warning
2089,0,41.19,62.3,1.985,94.88,7.9,0.998,100.24,3.277,63.72,54.93,0.05,0,0,106.0,0,108,early_warning
2090,0,43.72,55.3,2.098,97.88,7.987,0.98,99.8,3.294,63.6,54.39,0.05,0,0,105.0,0,109,early_warning
2091,0,41.71,79.2,2.016,96.34,8.042,1.011,100.81,3.245,63.75,54.93,0.05,0,0,104.0,0,110,early_warning
2092,0,42.95,68.7,1.97,96.76,8.057,1.014,100.08,3.265,63.9,55.31,0.05,0,0,103.0,0,111,early_warning
2093,0,36.6,74.9,1.967,93.29,8.064,0.995,98.88,3.327,64.42,55.76,0.05,0,0,102.0,0,112,early_warning
2094,0,40.6,63.2,2.034,96.22,7.931,1.012,100.66,3.283,62.88,55.42,0.05,0,0,101.0,0,113,early_warning
2095,0,38.43,74.2,2.008,94.77,7.973,0.989,99.27,3.281,63.68,54.17,0.05,0,0,100.0,0,114,early_warning
2096,0,31.2,66.9,2.0,90.66,8.014,1.001,99.6,3.288,63.58,54.59,0.05,0,0,99.0,0,115,early_warning
2097,0,39.83,60.6,2.057,95.58,8.001,0.989,99.55,3.194,63.17,54.35,0.05,0,0,98.0,0,116,early_warning
2098,0,39.96,71.4,1.994,95.49,7.929,1.005,100.98,3.23,63.59,54.83,0.05,0,0,97.0,0,117,early_warning
2099,0,41.7,78.7,1.973,96.77,8.066,0.991,99.41,3.295,63.44,54.87,0.05,0,0,96.0,0,118,early_warning
2100,0,38.07,85.2,1.873,93.61,8.017,0.997,99.23,3.227,63.29,54.93,0.05,0,0,95.0,0,119,early_warning
2101,0,42.2,72.9,1.91,96.39,8.083,1.004,99.27,3.246,62.8,55.07,0.05,0,0,94.0,0,120,early_warning
2102,0,41.27,76.9,1.933,96.35,8.025,0.983,99.41,3.2,63.55,55.7,0.05,0,0,93.0,0,121,early_warning
2103,1,38.12,88.5,1.937,94.28,7.976,1.011,97.75,3.239,64.8,55.03,0.073,0,0,92.0,0,122,early_warning
2104,0,42.57,83.3,2.011,96.06,7.988,1.014,100.19,3.25,63.7,55.12,0.05,0,0,91.0,0,123,early_warning
2105,0,36.99,89.6,2.017,93.17,7.982,1.002,100.32,3.243,63.44,54.88,0.05,0,0,90.0,0,124,early_warning
2106,0,37.13,91.7,2.044,93.86,8.034,1.001,101.13,3.295,64.33,55.08,0.05,0,0,89.0,0,125,early_warning
2107,0,42.02,86.1,2.002,98.59,8.029,1.005,101.18,3.206,63.97,55.38,0.05,0,0,88.0,0,126,early_warning
2108,0,35.76,75.2,2.011,92.32,8.038,1.004,101.02,3.191,63.63,55.23,0.05,0,0,87.0,0,127,early_warning
2109,0,39.94,88.6,1.975,94.82,7.999,1.005,98.87,3.244,63.52,55.34,0.05,0,0,86.0,0,128,early_warning
2110,0,34.32,68.5,1.973,90.21,7.978,1.008,100.09,3.243,62.51,55.74,0.05,0,0,85.0,0,129,early_warning
2111,0,43.55,66.8,1.958,94.79,7.976,0.992,100.89,3.304,64.6,54.12,0.05,0,0,84.0,0,130,early_warning
2112,0,42.56,71.1,1.956,97.18,8.039,1.015,100.1,3.232,63.35,53.86,0.05,0,0,83.0,0,131,early_warning
2113,0,39.44,77.1,2.073,95.62,7.933,1.002,99.84,3.303,63.61,54.7,0.05,0,0,82.0,0,132,early_warning
2114,0,39.77,92.9,2.015,94.62,8.046,1.001,97.93,3.196,65.02,54.8,0.05,0,0,81.0,0,133,early_warning
2115,0,39.56,81.8,2.059,95.49,8.0,1.003,99.34,3.26,64.52,55.03,0.05,0,0,80.0,0,134,early_warning
2116,1,39.44,72.1,2.211,96.59,8.036,0.991,97.39,3.191,65.86,54.75,0.07,0,0,79.0,0,135,early_warning
